gene_id	MTLE1_FPKM	MTLE2_FPKM	CTRL3_FPKM
ENSG00000167004	22.3643	20.4879	10.6714
ENSG00000167005	7.01168	6.27922	9.04938
ENSG00000167011	0	0	0
ENSG00000167014	0	0	0
ENSG00000167034	0.216531	0.208953	0.461379
ENSG00000167037	0.130839	0.791437	0.463823
ENSG00000167046	0	0	0
ENSG00000167065	0.974384	0.252218	2.05708
ENSG00000167074	3.07992	1.88852	6.00977
ENSG00000167077	0	0	0
ENSG00000167080	0	0	0
ENSG00000167081	2.92257	57.1917	0.463939
ENSG00000167083	0	0.869873	0
ENSG00000167085	6.38053	14.6252	9.51494
ENSG00000167088	8.55296	6.61723	8.68375
ENSG00000167094	0	0.0776772	0.0617734
ENSG00000167098	0	0	0
ENSG00000167100	2.18564	3.20652	3.53017
ENSG00000167103	1.23453	0	0
ENSG00000167104	0	0	0
ENSG00000167105	0	0	0
ENSG00000167106	7.83572	8.49381	4.97967
ENSG00000167107	4.13312	3.9943	3.62451
ENSG00000167110	4.52637	6.85687	7.61696
ENSG00000167112	2.17359	5.3185	3.10866
ENSG00000167113	8.31255	3.85797	9.05512
ENSG00000167114	1.49876	0.638937	0.24114
ENSG00000167117	0	0	0
ENSG00000167118	3.18117	1.36243	4.28241
ENSG00000167123	68.9727	107.711	62.0151
ENSG00000167130	0.709752	0.712083	0.565199
ENSG00000167131	0	0	0
ENSG00000167136	1.30205	1.06011	1.43082
ENSG00000167139	0	0	0
ENSG00000167157	0	0	0
ENSG00000167165	0	0	0
ENSG00000167173	0.148787	0.186583	0.082491
ENSG00000167178	0.14207	0.262632	0.112183
ENSG00000167182	1.51583	0.990869	3.19022
ENSG00000167183	0	0	0
ENSG00000167186	2.4081	4.06105	3.35479
ENSG00000167191	395.479	154.398	138.488
ENSG00000167193	8.64044	39.0806	5.72013
ENSG00000167194	0	0	0
ENSG00000167195	0	0	0
ENSG00000167196	1.64156	8.63392	1.3
ENSG00000167202	1.56178	0.546979	0.790711
ENSG00000167207	0	0	0
ENSG00000167208	0.105437	0.284723	0
ENSG00000167210	0	0	0
ENSG00000167216	2.18454	2.99148	1.8204
ENSG00000167220	12.0897	7.56985	11.3682
ENSG00000167232	1.82085	1.79935	18.7468
ENSG00000167244	1.84037	1.12113	0.589507
ENSG00000167257	0.377206	4.10581	0
ENSG00000167258	0.410526	5.11536	1.5689
ENSG00000167261	0.917351	0	0
ENSG00000167264	0.635042	0.800135	0.747572
ENSG00000167272	6.56953	9.19522	11.451
ENSG00000167280	0.759748	0.76675	1.69579
ENSG00000167281	2.69729	2.69684	14.0038
ENSG00000167283	105.616	73.7243	39.2159
ENSG00000167286	0.449529	0	0
ENSG00000167291	1.01363	1.30684	2.1728
ENSG00000167302	1.45976	0.455882	0.720086
ENSG00000167306	0.24642	0.183009	0
ENSG00000167311	0	0	0
ENSG00000167315	4.88402	5.53611	9.00159
ENSG00000167323	4.36603	11.3431	3.3342
ENSG00000167325	3.99124	1.79453	3.78699
ENSG00000167332	0	0	0
ENSG00000167333	0.355822	0.240002	0.650331
ENSG00000167346	0	0	0
ENSG00000167355	0	0	0
ENSG00000167359	0	0	0
ENSG00000167360	0	0	0
ENSG00000167363	8.69689	8.9514	7.75862
ENSG00000167371	7.51299	8.09813	29.9895
ENSG00000167377	2.37631	2.30523	2.32441
ENSG00000167378	2.28069	0.900046	1.33532
ENSG00000167380	2.71237	2.39729	3.11255
ENSG00000167384	0	0.36992	0.282778
ENSG00000167390	0	0	0
ENSG00000167393	5.38899	5.47987	6.30212
ENSG00000167394	0.218575	1.77919	1.4412
ENSG00000167395	0.129769	0.2552	0.215187
ENSG00000167397	4.38506	5.6942	4.57408
ENSG00000167414	10.8106	20.7776	30.8754
ENSG00000167419	0.0969287	0	0
ENSG00000167434	2.31007	2.25919	0.350955
ENSG00000167447	0.15558	0.537907	0.155685
ENSG00000167459	0	0	0
ENSG00000167460	7.16291	28.9256	22.9816
ENSG00000167461	6.41382	11.4853	2.66982
ENSG00000167468	91.9226	57.8085	41.4169
ENSG00000167470	3.27286	6.68867	1.57826
ENSG00000167476	0	0	0
ENSG00000167483	0	0.0573057	0.163551
ENSG00000167487	0.434662	0.504882	0.152437
ENSG00000167491	7.92701	3.00499	1.42147
ENSG00000167494	0	0	0
ENSG00000167508	4.68627	10.8744	5.60841
ENSG00000167513	0.0743375	0.152426	2.86589
ENSG00000167515	5.5501	10.1466	9.92148
ENSG00000167522	2.49357	11.6018	2.53661
ENSG00000167523	2.46309	1.53044	0.631423
ENSG00000167524	1.29708	1.95411	2.58798
ENSG00000167525	1.2543	0.685989	1.13131
ENSG00000167526	268.456	263.232	323.958
ENSG00000167528	0.615365	0.91174	0.758123
ENSG00000167531	0	0	0
ENSG00000167535	6.07988	31.3358	18.806
ENSG00000167536	0.946825	0.557853	0.249514
ENSG00000167543	5.91483	1.09083	8.12597
ENSG00000167548	0.403826	16.2642	0.560828
ENSG00000167549	1.84941	5.85055	3.14782
ENSG00000167550	0	0	0.44085
ENSG00000167552	81.9443	567.07	28.0116
ENSG00000167553	10.1448	5.82111	4.93901
ENSG00000167554	1.51235	2.01704	0.493583
ENSG00000167555	1.13034	1.27395	0
ENSG00000167562	0.36271	0.733444	0
ENSG00000167565	12.1694	9.15653	9.61993
ENSG00000167566	0.415467	0.633084	0.266671
ENSG00000167578	2.55185	8.81758	8.2264
ENSG00000167580	0	0	0
ENSG00000167588	3.32918	1.41245	2.24427
ENSG00000167595	0.161368	0.686185	0.183996
ENSG00000167600	0	0	0
ENSG00000167601	0.683515	0.242147	0.329432
ENSG00000167604	0	0.956654	0.293261
ENSG00000167608	1.31001	0.204827	0.494937
ENSG00000167612	0	0	0
ENSG00000167613	1.82316	1.73727	0.697523
ENSG00000167614	130.083	125.12	88.7366
ENSG00000167615	13.5948	34.0091	9.3464
ENSG00000167617	3.73778	0	0
ENSG00000167618	0	0	0
ENSG00000167619	1.43322	2.27804	1.87623
ENSG00000167625	0.0642668	0	0.17084
ENSG00000167632	10.2815	5.39077	11.0185
ENSG00000167633	0	0	0
ENSG00000167634	0	0	0
ENSG00000167635	4.73993	4.73262	8.23674
ENSG00000167637	3.59761	0.837771	0.371971
ENSG00000167641	59.9808	63.4752	47.84
ENSG00000167642	3.18523	10.7555	3.553
ENSG00000167644	0	1.11775	0
ENSG00000167645	7.35138	3.41297	2.03041
ENSG00000167646	0	0	0
ENSG00000167653	0.355064	0	0.488645
ENSG00000167654	0.863906	1.73847	3.55477
ENSG00000167656	0	0	0
ENSG00000167657	2.55113	2.04873	2.1383
ENSG00000167658	140.306	213.999	508.8
ENSG00000167664	2.00283	1.00201	0
ENSG00000167670	0.436699	1.34632	0.902338
ENSG00000167671	10.3815	24.823	18.1484
ENSG00000167674	14.0806	14.5737	3.25154
ENSG00000167676	0.295397	0.0636809	0.234812
ENSG00000167680	3.15197	2.61026	1.82011
ENSG00000167685	2.83761	4.19107	3.54406
ENSG00000167693	0.433469	4.69266	0.310824
ENSG00000167695	0.715739	0.691952	1.88696
ENSG00000167699	4.54155	3.90587	2.38724
ENSG00000167700	0.990493	0.89491	1.22697
ENSG00000167701	0.39826	0.263853	0.903637
ENSG00000167702	3.96166	5.51482	5.80032
ENSG00000167703	0.641019	0.714982	1.17216
ENSG00000167705	0.518694	1.4139	0
ENSG00000167711	0.320326	0.108073	0
ENSG00000167716	0.312108	0.351305	0.582432
ENSG00000167720	1.0915	2.10897	1.1486
ENSG00000167721	5.50047	1.9285	2.26888
ENSG00000167723	0.275332	0.259057	0.294476
ENSG00000167733	8.93616	10.1237	6.25761
ENSG00000167740	3.49074	1.96965	3.87429
ENSG00000167741	0	0	0
ENSG00000167747	1.68275	1.36223	1.03257
ENSG00000167748	0	0	0
ENSG00000167749	0	0	0
ENSG00000167751	0	0	0
ENSG00000167754	0	0.228872	0
ENSG00000167755	4.56697	9.52274	0.584367
ENSG00000167757	0	0	0
ENSG00000167759	0	0	0
ENSG00000167766	12.2128	14.8771	2.59038
ENSG00000167767	0	0	0
ENSG00000167768	0	0	0
ENSG00000167769	0	0	0
ENSG00000167770	6.55776	7.00048	7.62466
ENSG00000167771	0.390919	2.50355	0.390023
ENSG00000167772	3.05519	1.5747	1.1807
ENSG00000167774	30.0221	0.0236907	0.0251992
ENSG00000167775	4.11875	5.74875	0.983794
ENSG00000167778	3.1347	21.7102	11.9551
ENSG00000167779	5.65249	2.06293	3.77621
ENSG00000167780	0	0	0
ENSG00000167785	1.82213	0.514081	0.612178
ENSG00000167791	0	0	0
ENSG00000167792	18.6982	16.1033	13.5121
ENSG00000167797	2.96781	6.30171	5.05268
ENSG00000167798	0	0	0
ENSG00000167799	0.393191	0.683873	0.481805
ENSG00000167800	0	0	0
ENSG00000167807	0.206943	0	0.298569
ENSG00000167815	29.3312	22.2662	30.5726
ENSG00000167822	0	0	0
ENSG00000167825	0	0	0
ENSG00000167840	0.180977	1.17009	3.05198
ENSG00000167842	3.39634	9.15722	4.67252
ENSG00000167850	0	0.166365	0
ENSG00000167851	0.547742	0.265903	0.562988
ENSG00000167858	0	0	0
ENSG00000167861	4.15584	3.33816	5.24078
ENSG00000167862	3.57933	3.58881	3.89856
ENSG00000167863	81.2376	57.5534	54.5686
ENSG00000167874	1.01071	2.04146	1.36564
ENSG00000167880	0.0259307	0.0261738	0.100725
ENSG00000167881	3.0558	3.35155	53.6445
ENSG00000167889	1.62216	2.96101	5.82808
ENSG00000167895	0.150971	0.154813	0.0987167
ENSG00000167900	0.157481	0.320144	0.851839
ENSG00000167904	1.07901	4.8827	1.83145
ENSG00000167910	0.177706	0	0
ENSG00000167912	1.40612	3.19351	2.07946
ENSG00000167914	0	0	0
ENSG00000167916	0	0	0
ENSG00000167920	0.772373	2.79788	2.9671
ENSG00000167925	0.88493	0.409551	0.12216
ENSG00000167930	0.462648	1.98072	0.462965
ENSG00000167941	0.133459	0	0
ENSG00000167945	0	0	0
ENSG00000167962	1.64454	1.41774	0.372507
ENSG00000167964	3.32973	4.27385	5.1485
ENSG00000167965	4.9577	4.93837	6.19809
ENSG00000167967	2.78504	2.55759	2.03078
ENSG00000167968	0.876936	0.22775	0.258281
ENSG00000167969	4.14344	2.68801	6.01885
ENSG00000167971	3.30219	40.3578	5.17182
ENSG00000167972	1.61098	1.9384	1.43863
ENSG00000167977	2.43948	1.13941	1.55097
ENSG00000167978	76.5586	125.266	55.9638
ENSG00000167981	0.426554	0.37879	0.256142
ENSG00000167984	0.121776	0	0.0548176
ENSG00000167985	3.25517	5.98678	3.04602
ENSG00000167986	9.78457	14.9421	7.62367
ENSG00000167987	0.812104	0.81729	0.23756
ENSG00000167992	1.30165	0.207671	0.733564
ENSG00000167994	1.74773	1.5346	39.9711
ENSG00000167995	2.21232	1.90231	1.08338
ENSG00000167996	871.354	895.287	1327.27
ENSG00000168000	67.9838	7.6218	39.2049
ENSG00000168002	13.4658	9.33628	4.96873
ENSG00000168003	24.6328	10.0991	10.9714
ENSG00000168004	0.817633	0.95029	0.246165
ENSG00000168005	0.528337	1.7614	1.18218
ENSG00000168010	1.48361	1.68653	3.08798
ENSG00000168014	2.19518	1.37503	0.298157
ENSG00000168016	0.183237	0.385723	0.148536
ENSG00000168026	4.18138	5.36236	33.6324
ENSG00000168028	108.156	98.9279	107.441
ENSG00000168032	0.13998	0.382857	1.1822
ENSG00000168036	19.4711	27.5132	14.8519
ENSG00000168038	0.208771	1.06791	3.68199
ENSG00000168040	0.25782	0.247875	0.321726
ENSG00000168056	7.10469	7.10619	5.04
ENSG00000168060	0	0.682122	0
ENSG00000168061	1.37599	1.50715	2.24433
ENSG00000168062	0.292177	0.149353	0.368672
ENSG00000168065	0	0	0
ENSG00000168066	9.25388	241.374	8.90835
ENSG00000168067	1.41969	2.44913	2.3024
ENSG00000168070	0	0	0
ENSG00000168071	1.92213	1.87931	3.93408
ENSG00000168077	2.40405	1.47202	1.2843
ENSG00000168078	0	0	0
ENSG00000168079	0	0.154475	0
ENSG00000168081	0	0.929657	0
ENSG00000168090	17.5176	25.9479	14.8137
ENSG00000168092	10.5919	10.3721	13.2214
ENSG00000168096	1.70519	4.42251	4.80194
ENSG00000168101	2.54697	2.79788	1.97761
ENSG00000168116	0.841396	0.678475	0
ENSG00000168118	10.9869	3.5858	7.6143
ENSG00000168122	0	0	0
ENSG00000168124	0	0	0
ENSG00000168126	0	0	0
ENSG00000168129	0	0	0
ENSG00000168131	0	0	0
ENSG00000168135	2.40774	1.875	2.23317
ENSG00000168137	2.88884	51.5436	1.7358
ENSG00000168140	0.612892	0.182583	0.221701
ENSG00000168143	0	0	0
ENSG00000168148	0	0	0
ENSG00000168152	1.20951	0.290981	0.675933
ENSG00000168158	0	0	0
ENSG00000168159	7.0995	6.62859	12.0843
ENSG00000168172	1.23458	1.24378	3.18808
ENSG00000168175	8.84519	4.7411	3.19799
ENSG00000168209	2.01354	2.57515	2.41059
ENSG00000168214	15.8732	42.6173	25.3441
ENSG00000168216	13.4283	9.80477	10.8871
ENSG00000168228	3.74315	3.32193	0.352485
ENSG00000168229	0	0	0
ENSG00000168234	0.238421	1.96895	2.92225
ENSG00000168237	0	0	0
ENSG00000168243	5.86794	4.02975	2.26844
ENSG00000168246	2.27142	1.20029	1.83695
ENSG00000168255	2.87517	2.32584	5.79828
ENSG00000168256	0.493038	0.678281	1.10557
ENSG00000168259	89.8357	65.1782	55.4159
ENSG00000168263	0	0	0
ENSG00000168264	3.73449	3.60045	1.78421
ENSG00000168267	0	0	0
ENSG00000168268	3.99963	4.03988	3.16572
ENSG00000168269	0	0	0
ENSG00000168273	4.53113	8.38865	2.06828
ENSG00000168275	4.94167	6.01767	3.76009
ENSG00000168280	17.0744	32.9858	37.129
ENSG00000168282	0	0.131517	0
ENSG00000168283	13.0131	9.63029	5.08963
ENSG00000168286	1.28036	1.52742	1.58151
ENSG00000168288	7.54232	4.08753	3.68318
ENSG00000168291	18.8227	15.4507	6.28288
ENSG00000168297	8.10726	17.4974	7.62067
ENSG00000168298	0	0	0
ENSG00000168300	13.4649	8.68843	7.6768
ENSG00000168301	3.56979	4.00878	1.06439
ENSG00000168303	1.70009	1.35707	1.03719
ENSG00000168306	4.82358	0.822338	0
ENSG00000168309	265.319	109.148	267.853
ENSG00000168310	4.96596	5.14045	2.78801
ENSG00000168314	221.46	319.851	440.5
ENSG00000168329	2.92809	2.42123	0.630773
ENSG00000168333	0	0	0
ENSG00000168334	0	0	0
ENSG00000168348	0	0	0.244868
ENSG00000168350	1.05947	1.04436	1.49816
ENSG00000168356	0.189253	0.0723645	0
ENSG00000168367	0	0	0
ENSG00000168374	19.5241	27.4983	16.1989
ENSG00000168385	65.4836	44.727	104.668
ENSG00000168386	0.227645	10.7948	0
ENSG00000168389	1.48932	2.75153	1.78189
ENSG00000168393	1.9163	0.676913	1.02789
ENSG00000168394	1.40831	0.529057	0.759377
ENSG00000168395	4.76443	9.04441	6.26827
ENSG00000168397	4.21253	4.4603	4.93752
ENSG00000168398	0	0.0590873	0
ENSG00000168404	4.17414	0.454777	0
ENSG00000168405	3.94015	0.541234	2.41796
ENSG00000168411	0.857447	0.784013	0.51227
ENSG00000168412	0	0	0
ENSG00000168418	0	0.139987	0
ENSG00000168421	1.01276	0	0
ENSG00000168427	0	0	0
ENSG00000168434	2.76874	3.12451	7.83523
ENSG00000168438	2.74647	3.89101	0.706416
ENSG00000168439	5.4209	5.19068	3.69175
ENSG00000168447	0	0	0
ENSG00000168453	0.443101	1.35169	1.28518
ENSG00000168454	0	0	0.231155
ENSG00000168461	30.7722	41.282	61.6211
ENSG00000168476	1.20682	0.388588	0
ENSG00000168477	1.63734	0.606888	0.866158
ENSG00000168481	3.25777	5.55808	4.17167
ENSG00000168484	0.638911	0.923168	8.35695
ENSG00000168487	0.289711	3.33665	0.379794
ENSG00000168488	5.29946	64.9856	4.4857
ENSG00000168490	4.37955	7.61626	10.9985
ENSG00000168491	0	0	0
ENSG00000168495	0.170233	0.652501	1.27209
ENSG00000168496	0.76673	1.22658	1.03796
ENSG00000168497	2.74427	1.86855	0.757043
ENSG00000168502	1.15374	0.15611	0.796991
ENSG00000168505	0	3.49634	0
ENSG00000168509	0	0	0
ENSG00000168515	0	0	0
ENSG00000168517	0.184415	0	0
ENSG00000168522	16.4644	23.546	11.5594
ENSG00000168528	0.802577	0.166412	0
ENSG00000168530	0	0	0
ENSG00000168538	2.41566	3.21099	5.35562
ENSG00000168539	1.0871	0.924275	0.862049
ENSG00000168542	0.566944	0	0
ENSG00000168546	0.836393	0.934348	0.358996
ENSG00000168556	0.527008	1.14468	0.81398
ENSG00000168564	3.37936	1.52553	4.1295
ENSG00000168566	0.375223	0.106728	0.549738
ENSG00000168569	6.37401	1.5479	2.05469
ENSG00000168575	5.22483	3.07053	2.81734
ENSG00000168582	0	0	0
ENSG00000168589	5.06611	1.55259	4.42234
ENSG00000168591	1.88783	2.64558	1.3825
ENSG00000168594	0	0	0.332187
ENSG00000168610	6.7206	11.8141	2.50056
ENSG00000168612	1.65018	1.14825	2.01805
ENSG00000168615	2.63425	3.40117	2.00297
ENSG00000168619	0	0	0
ENSG00000168621	0	0	0.128
ENSG00000168630	0	0	0
ENSG00000168631	0	0	0
ENSG00000168634	0	0	0
ENSG00000168646	0.863472	0.771301	1.34881
ENSG00000168653	107.601	61.6243	64.1517
ENSG00000168658	0.638224	0	0
ENSG00000168661	2.87535	0.531882	0.883245
ENSG00000168671	0	0	0
ENSG00000168672	1.98173	0.586215	0.255445
ENSG00000168675	4.875	9.48833	7.41633
ENSG00000168676	0	0	0.143851
ENSG00000168679	2.14715	1.04551	0
ENSG00000168685	0	0	0
ENSG00000168701	12.4415	13.1545	11.3089
ENSG00000168702	1.45002	1.33278	1.19077
ENSG00000168703	0	0	0
ENSG00000168710	112.144	85.8658	55.7358
ENSG00000168724	2.18474	1.81377	1.84118
ENSG00000168734	22.6203	34.6977	33.9594
ENSG00000168743	0.416077	0.358082	0
ENSG00000168746	0	0	0
ENSG00000168748	0	0.374453	1.02023
ENSG00000168754	0.64596	1.01275	3.15958
ENSG00000168757	0	0	0
ENSG00000168758	1.23125	1.19539	0.219437
ENSG00000168763	0.120915	2.2194	0
ENSG00000168765	5.50302	5.28552	7.47438
ENSG00000168769	0.61178	0.652206	0.149967
ENSG00000168772	1.35103	1.02107	36.3962
ENSG00000168778	0.642628	0.718965	0.685521
ENSG00000168779	0	0.449824	0
ENSG00000168781	0.894055	0.738294	0.794937
ENSG00000168785	3.61507	30.4129	8.24344
ENSG00000168792	0.338751	0.25429	0
ENSG00000168795	0.304406	0.285802	0.329143
ENSG00000168802	1.56225	29.1739	3.61945
ENSG00000168803	1.54164	1.50139	2.86198
ENSG00000168806	0.112936	0.617057	0.322263
ENSG00000168807	1.58928	2.19176	0.615185
ENSG00000168811	0.69301	0.218613	2.06372
ENSG00000168813	1.18473	0.909123	2.24318
ENSG00000168818	9.54503	3.46618	2.0174
ENSG00000168824	1.83284	2.2798	1.66158
ENSG00000168826	0.145244	0.128321	0
ENSG00000168827	3.94282	6.00575	9.85202
ENSG00000168828	0	0	0
ENSG00000168830	0	0.180108	0
ENSG00000168843	0.410299	1.04905	0.148977
ENSG00000168852	0	0	2.44707
ENSG00000168872	2.58819	1.57227	0.771748
ENSG00000168874	1.53471	12.1299	0
ENSG00000168875	0	0	0
ENSG00000168876	0.975502	1.24018	5.388
ENSG00000168878	0	0	0
ENSG00000168883	3.47887	4.44828	3.61023
ENSG00000168884	1.41915	0.901523	0.961345
ENSG00000168887	3.61504	2.90565	2.38481
ENSG00000168890	2.15297	0.713957	1.24584
ENSG00000168894	22.9132	15.5291	16.5576
ENSG00000168899	10.5684	6.72588	2.2603
ENSG00000168903	0	0	0
ENSG00000168904	5.01026	1.77365	7.2838
ENSG00000168906	2.71289	12.3475	2.44833
ENSG00000168907	0	0	0
ENSG00000168913	85.75	72.2896	59.0179
ENSG00000168916	13.0184	8.1483	9.59078
ENSG00000168917	6.80728	3.56529	3.35899
ENSG00000168918	1.48542	1.0871	1.82403
ENSG00000168924	0.938809	1.58681	0.657409
ENSG00000168925	0	0	0
ENSG00000168928	0	0	0
ENSG00000168930	0	0	0
ENSG00000168936	2.05732	1.53027	2.52575
ENSG00000168938	1.10136	1.39268	0.342577
ENSG00000168939	0.0536698	0.144704	0.0802801
ENSG00000168944	1.42343	1.37557	1.4383
ENSG00000168952	5.92985	6.81226	9.93582
ENSG00000168955	0	0	0.346204
ENSG00000168958	48.37	29.2687	18.7908
ENSG00000168959	0	0	0
ENSG00000168961	1.52182	1.34385	2.5003
ENSG00000168967	0	0	0
ENSG00000168970	0.0980324	0.000253445	0.0654137
ENSG00000168992	0	0	0
ENSG00000168993	11.2107	18.8774	34.2303
ENSG00000168994	5.66923	2.63124	1.54294
ENSG00000168995	0	0	0.268564
ENSG00000169006	8.33058	4.59611	3.97441
ENSG00000169016	1.12286	0.900401	2.1787
ENSG00000169018	3.1663	2.77444	2.08635
ENSG00000169019	4.51987	1.73189	3.82679
ENSG00000169020	358.796	230.879	215.516
ENSG00000169021	2.54473	2.44493	2.48289
ENSG00000169026	1.02904	0.732963	0.438416
ENSG00000169031	0.0328644	0.0318731	0
ENSG00000169032	4.22449	5.20538	3.89414
ENSG00000169035	2.04562	2.80923	0
ENSG00000169040	0	0	0
ENSG00000169045	58.4576	528.1	41.7649
ENSG00000169047	0.0341105	1.1052	0.0437809
ENSG00000169057	1.89864	17.7478	15.5538
ENSG00000169059	0	0.225041	0
ENSG00000169062	9.14723	6.90872	10.1079
ENSG00000169064	3.41634	0.837426	0
ENSG00000169067	0	0	0
ENSG00000169071	0	0	0
ENSG00000169075	0	0	0
ENSG00000169083	0.418213	0	0.0489972
ENSG00000169084	3.8272	0.738396	0.957019
ENSG00000169085	6.32197	6.91455	7.83762
ENSG00000169087	2.87332	2.04696	1.23536
ENSG00000169093	4.07558	4.63315	3.17679
ENSG00000169100	18.6447	25.1558	24.8924
ENSG00000169105	0.679005	0.271346	0.171686
ENSG00000169116	1.68507	0.810648	1.28605
ENSG00000169118	0.387316	0.54778	0.21166
ENSG00000169122	1.34611	2.06022	5.02904
ENSG00000169126	0.310806	0	0
ENSG00000169129	2.50261	1.38545	1.24808
ENSG00000169131	1.283	1.84439	0.890148
ENSG00000169136	2.06415	2.48743	4.83991
ENSG00000169139	13.6056	14.1874	7.76983
ENSG00000169154	0	0	0
ENSG00000169155	0.590774	2.0513	0.738324
ENSG00000169164	0	0	0
ENSG00000169169	11.2686	15.9577	9.93646
ENSG00000169174	0	0	0.0839114
ENSG00000169180	13.886	14.1046	7.68366
ENSG00000169181	0.949419	1.11497	0.255205
ENSG00000169184	0.219561	0.891645	2.09337
ENSG00000169188	0.0922573	0.177468	0.127693
ENSG00000169189	20.2183	3.58027	5.19969
ENSG00000169193	0.288584	1.15394	1.03796
ENSG00000169194	0	0	0
ENSG00000169203	0.352067	0.688981	0
ENSG00000169208	0	0	0
ENSG00000169213	0.757305	0.774204	0.694916
ENSG00000169214	0	0	0
ENSG00000169217	3.50727	1.95669	2.86358
ENSG00000169218	0	0	0
ENSG00000169220	3.66927	2.08672	0.948599
ENSG00000169221	2.45525	2.90359	2.65907
ENSG00000169223	6.18283	2.74665	2.92613
ENSG00000169224	0	0	0
ENSG00000169228	3.06748	7.06639	1.28455
ENSG00000169230	24.472	27.5513	14.6712
ENSG00000169231	2.10231	3.01824	4.20163
ENSG00000169239	2.48064	6.1848	3.75631
ENSG00000169241	4.4608	2.71035	1.29312
ENSG00000169242	0.574121	2.49854	1.26046
ENSG00000169245	0	0.525759	0
ENSG00000169246	1.7832	2.08918	0
ENSG00000169247	0.30017	3.8008	2.30531
ENSG00000169248	0	0.340496	0
ENSG00000169249	2.1769	1.81943	5.08523
ENSG00000169251	4.47554	2.29338	0.701735
ENSG00000169252	0.293794	0.186857	0
ENSG00000169253	0	0	0
ENSG00000169255	4.74669	2.80917	0.838457
ENSG00000169258	0.890973	0.692668	0.934107
ENSG00000169271	1.60243	0.507173	1.55101
ENSG00000169282	6.34806	8.1864	8.9884
ENSG00000169288	21.3651	17.4537	9.4557
ENSG00000169291	0.237313	0.893663	0.0895313
ENSG00000169297	0	0	0
ENSG00000169299	0.297424	1.05914	1.91647
ENSG00000169302	0.86021	0.20752	0.22359
ENSG00000169306	0.230633	0.79806	0.49832
ENSG00000169313	10.7385	12.3094	5.18354
ENSG00000169314	0.573383	0	0
ENSG00000169325	0	0	0
ENSG00000169327	0	0	0
ENSG00000169330	0.0626476	0.055451	0.176629
ENSG00000169340	0	0	0
ENSG00000169344	0	0	0
ENSG00000169347	0	0	0
ENSG00000169359	0.720157	1.05627	3.68209
ENSG00000169371	0.574228	3.74537	4.2219
ENSG00000169372	5.59432	0.587254	1.67449
ENSG00000169375	1.44763	0.619745	0.98421
ENSG00000169379	0.499871	1.3909	0.946856
ENSG00000169385	0.874089	0.776424	0
ENSG00000169393	0	0	0
ENSG00000169397	0	0.804638	0
ENSG00000169398	14.164	34.9128	19.6358
ENSG00000169402	0	0	0
ENSG00000169403	0.454013	0.518102	0.310196
ENSG00000169410	2.2034	41.2461	1.70271
ENSG00000169413	0.566389	1.55959	0
ENSG00000169418	0.33532	0	0
ENSG00000169427	0.835362	0	0
ENSG00000169429	0	0	0
ENSG00000169432	0.0969672	0.206204	0
ENSG00000169435	0	0	0
ENSG00000169436	0.0813576	0	0
ENSG00000169439	4.49339	2.62427	8.78856
ENSG00000169442	0	0	0
ENSG00000169446	1.05705	0.631216	0.794856
ENSG00000169469	0	0	0
ENSG00000169474	0	0	0
ENSG00000169484	0	0	0
ENSG00000169488	0	0	0
ENSG00000169490	1.74388	1.90449	1.31576
ENSG00000169495	0	0	0
ENSG00000169499	4.36837	0.809047	3.66814
ENSG00000169504	19.6751	19.2071	10.4882
ENSG00000169507	8.5243	1.86492	1.42765
ENSG00000169508	0.393945	0.688553	0
ENSG00000169509	0	0	0
ENSG00000169515	0.824521	0.124204	0.248561
ENSG00000169519	1.9316	1.94021	1.4962
ENSG00000169548	0	0	0
ENSG00000169550	0	0	0
ENSG00000169551	0.285494	0.265389	0.797549
ENSG00000169554	32.0377	72.6199	70.9747
ENSG00000169562	3.30063	2.25026	2.05013
ENSG00000169564	27.5446	234.149	21.0929
ENSG00000169567	36.4514	45.0476	36.3311
ENSG00000169570	1.16829	0.950888	1.48421
ENSG00000169575	0	0	0
ENSG00000169583	0	0.565003	0
ENSG00000169592	7.29008	6.0531	6.81854
ENSG00000169594	0	0	0
ENSG00000169598	0.673587	1.88886	1.75022
ENSG00000169599	16.8153	13.6162	16.665
ENSG00000169604	10.5239	2.93603	0.903189
ENSG00000169605	0	0	0
ENSG00000169607	0.0978969	0	0
ENSG00000169609	6.14224	6.37416	2.31748
ENSG00000169612	4.68598	4.08876	1.5925
ENSG00000169618	0	0	0
ENSG00000169621	1.20817	0.250282	1.22914
ENSG00000169627	13.6615	5.80213	4.91743
ENSG00000169629	0	0	0
ENSG00000169635	0.144372	0.107949	0.0629929
ENSG00000169641	0.498326	0.460252	1.64126
ENSG00000169660	4.08613	1.75399	2.34482
ENSG00000169662	0	0	0
ENSG00000169668	2.51198	2.89477	0.965183
ENSG00000169676	0.141087	0.142978	0
ENSG00000169679	0	0.0983304	0
ENSG00000169682	2.9174	19.8542	4.7143
ENSG00000169683	0.821075	0.559069	0.764126
ENSG00000169684	1.29593	0.129425	0
ENSG00000169688	0	0	0
ENSG00000169689	6.46367	3.81513	5.1867
ENSG00000169692	1.29975	2.88747	0.229647
ENSG00000169696	18.7866	10.359	12.9138
ENSG00000169704	0	0	0.497402
ENSG00000169710	2.94025	4.27631	2.03519
ENSG00000169714	39.5069	382.074	34.2936
ENSG00000169715	314.04	134.738	87.8963
